ibge7,ibge6,municipio,uf,regiao,ano_populacao,populacao,ubs,hospitais,centros_cirurgicos,centros_obstetricos,ubs_por_10k,hospitais_por_100k,centros_cirurgicos_por_100k,centros_obstetricos_por_100k,indice_lacuna,prioridade_exploratoria
2107258,210725,Nova Colinas,MA,Nordeste,2025,5148,1,1,1,1,1.94,19.43,19.43,19.43,57.44,Alta
2107308,210730,Nova Iorque,MA,Nordeste,2025,4409,2,1,1,0,4.54,22.68,22.68,0.0,27.05,Moderada
2107357,210735,Nova Olinda do Maranhão,MA,Nordeste,2025,14379,8,1,1,1,5.56,6.95,6.95,6.95,22.33,Baixa
2107407,210740,Olho d'Água das Cunhãs,MA,Nordeste,2025,18288,10,1,1,1,5.47,5.47,5.47,5.47,25.63,Moderada
2107456,210745,Olinda Nova do Maranhão,MA,Nordeste,2025,13921,7,1,1,1,5.03,7.18,7.18,7.18,27.03,Moderada
2107605,210760,Palmeirândia,MA,Nordeste,2025,21657,13,1,1,1,6.0,4.62,4.62,4.62,22.62,Baixa
2107704,210770,Paraibano,MA,Nordeste,2025,18589,11,1,1,1,5.92,5.38,5.38,5.38,21.7,Baixa
2107803,210780,Parnarama,MA,Nordeste,2025,32232,14,1,1,1,4.34,3.1,3.1,3.1,43.12,Moderada
2107902,210790,Passagem Franca,MA,Nordeste,2025,17591,9,2,2,1,5.12,11.37,11.37,5.68,22.76,Baixa
2108009,210800,Pastos Bons,MA,Nordeste,2025,19266,14,2,1,1,7.27,10.38,5.19,5.19,9.35,Baixa
2108058,210805,Paulino Neves,MA,Nordeste,2025,17578,9,1,1,1,5.12,5.69,5.69,5.69,28.4,Moderada
2108108,210810,Paulo Ramos,MA,Nordeste,2025,20798,10,1,1,1,4.81,4.81,4.81,4.81,33.71,Moderada
2107506,210750,Paço do Lumiar,MA,Nordeste,2025,153158,18,1,1,1,1.18,0.65,0.65,0.65,78.94,Muito alta
2108207,210820,Pedreiras,MA,Nordeste,2025,38252,11,4,4,3,2.88,10.46,10.46,7.84,50.56,Alta
2108256,210825,Pedro do Rosário,MA,Nordeste,2025,24955,10,1,1,1,4.01,4.01,4.01,4.01,45.5,Moderada
2108306,210830,Penalva,MA,Nordeste,2025,33496,16,2,2,2,4.78,5.97,5.97,5.97,31.98,Moderada
2108405,210840,Peri Mirim,MA,Nordeste,2025,11229,6,1,1,1,5.34,8.91,8.91,8.91,22.28,Baixa
2108454,210845,Peritoró,MA,Nordeste,2025,20903,6,1,1,1,2.87,4.78,4.78,4.78,57.7,Alta
2108504,210850,Pindaré-Mirim,MA,Nordeste,2025,32542,14,1,1,1,4.3,3.07,3.07,3.07,43.74,Moderada
2108603,210860,Pinheiro,MA,Nordeste,2025,88091,31,4,3,1,3.52,4.54,3.41,1.14,50.78,Alta
2108702,210870,Pio XII,MA,Nordeste,2025,22374,8,1,1,1,3.58,4.47,4.47,4.47,49.99,Moderada
2108801,210880,Pirapemas,MA,Nordeste,2025,18132,11,1,1,1,6.07,5.52,5.52,5.52,20.47,Baixa
2109007,210900,Porto Franco,MA,Nordeste,2025,24571,8,1,1,1,3.26,4.07,4.07,4.07,54.72,Alta
2109056,210905,Porto Rico do Maranhão,MA,Nordeste,2025,6092,3,1,0,0,4.92,16.41,0.0,0.0,23.22,Baixa
2108900,210890,Poção de Pedras,MA,Nordeste,2025,17394,9,1,1,1,5.17,5.75,5.75,5.75,27.65,Moderada
2109106,210910,Presidente Dutra,MA,Nordeste,2025,46606,21,2,2,1,4.51,4.29,4.29,2.15,38.51,Moderada
2109205,210920,Presidente Juscelino,MA,Nordeste,2025,11616,4,1,1,1,3.44,8.61,8.61,8.61,45.99,Moderada
2109239,210923,Presidente Médici,MA,Nordeste,2025,4717,3,1,1,0,6.36,21.2,21.2,0.0,9.89,Baixa
2109270,210927,Presidente Sarney,MA,Nordeste,2025,17925,15,1,1,1,8.37,5.58,5.58,5.58,12.78,Baixa
2109304,210930,Presidente Vargas,MA,Nordeste,2025,10791,5,1,1,1,4.63,9.27,9.27,9.27,29.86,Moderada
2109403,210940,Primeira Cruz,MA,Nordeste,2025,13920,8,1,1,1,5.75,7.18,7.18,7.18,19.97,Baixa
2109452,210945,Raposa,MA,Nordeste,2025,32156,6,2,1,1,1.87,6.22,3.11,3.11,65.1,Alta
2109502,210950,Riachão,MA,Nordeste,2025,22740,5,1,1,1,2.2,4.4,4.4,4.4,65.86,Alta
2109551,210955,Ribamar Fiquene,MA,Nordeste,2025,7601,5,1,1,1,6.58,13.16,13.16,13.16,10.71,Baixa
2109601,210960,Rosário,MA,Nordeste,2025,39761,19,2,2,2,4.78,5.03,5.03,5.03,33.84,Moderada
2109700,210970,Sambaíba,MA,Nordeste,2025,6234,4,1,0,1,6.42,16.04,0.0,16.04,10.6,Baixa
2109759,210975,Santa Filomena do Maranhão,MA,Nordeste,2025,6833,3,1,0,1,4.39,14.63,0.0,14.63,30.45,Moderada
2109809,210980,Santa Helena,MA,Nordeste,2025,43200,12,1,1,1,2.78,2.31,2.31,2.31,63.77,Alta
2109908,210990,Santa Inês,MA,Nordeste,2025,88249,22,3,3,2,2.49,3.4,3.4,2.27,64.75,Alta
2110005,211000,Santa Luzia,MA,Nordeste,2025,58839,26,1,1,1,4.42,1.7,1.7,1.7,44.55,Moderada
2110039,211003,Santa Luzia do Paruá,MA,Nordeste,2025,24890,9,2,2,1,3.62,8.04,8.04,4.02,43.97,Moderada
2110104,211010,Santa Quitéria do Maranhão,MA,Nordeste,2025,24495,13,1,1,1,5.31,4.08,4.08,4.08,29.65,Moderada
2110203,211020,Santa Rita,MA,Nordeste,2025,38542,22,1,1,1,5.71,2.59,2.59,2.59,28.93,Moderada
2110237,211023,Santana do Maranhão,MA,Nordeste,2025,10759,5,1,1,1,4.65,9.29,9.29,9.29,29.71,Moderada
2110278,211027,Santo Amaro do Maranhão,MA,Nordeste,2025,14287,9,1,1,1,6.3,7.0,7.0,7.0,16.72,Baixa
2110302,211030,Santo Antônio dos Lopes,MA,Nordeste,2025,14628,12,1,1,1,8.2,6.84,6.84,6.84,11.4,Baixa
2111722,211172,Satubinha,MA,Nordeste,2025,8821,6,1,1,1,6.8,11.34,11.34,11.34,10.36,Baixa
2111748,211174,Senador Alexandre Costa,MA,Nordeste,2025,10447,6,1,1,1,5.74,9.57,9.57,9.57,17.49,Baixa
2111763,211176,Senador La Rocque,MA,Nordeste,2025,15044,8,0,0,0,5.32,0.0,0.0,0.0,52.3,Alta
2111789,211178,Serrano do Maranhão,MA,Nordeste,2025,10475,5,1,1,1,4.77,9.55,9.55,9.55,27.74,Moderada
2111904,211190,Sucupira do Norte,MA,Nordeste,2025,10471,5,1,1,1,4.78,9.55,9.55,9.55,27.7,Moderada
2111953,211195,Sucupira do Riachão,MA,Nordeste,2025,5081,2,1,1,1,3.94,19.68,19.68,19.68,35.0,Moderada
2110401,211040,São Benedito do Rio Preto,MA,Nordeste,2025,18810,11,1,1,1,5.85,5.32,5.32,5.32,22.42,Baixa
2110500,211050,São Bento,MA,Nordeste,2025,48166,20,1,1,1,4.15,2.08,2.08,2.08,47.55,Moderada
2110609,211060,São Bernardo,MA,Nordeste,2025,27910,16,1,1,1,5.73,3.58,3.58,3.58,26.73,Moderada
2110658,211065,São Domingos do Azeitão,MA,Nordeste,2025,8236,5,1,1,1,6.07,12.14,12.14,12.14,13.93,Baixa
2110708,211070,São Domingos do Maranhão,MA,Nordeste,2025,35247,19,1,1,1,5.39,2.84,2.84,2.84,31.46,Moderada
2110856,211085,São Francisco do Brejão,MA,Nordeste,2025,9202,4,1,1,1,4.35,10.87,10.87,10.87,32.41,Moderada
2110906,211090,São Francisco do Maranhão,MA,Nordeste,2025,12360,12,1,1,1,9.71,8.09,8.09,8.09,7.82,Baixa
2110807,211080,São Félix de Balsas,MA,Nordeste,2025,4491,4,1,1,1,8.91,22.27,22.27,22.27,3.35,Baixa
2111201,211120,São José de Ribamar,MA,Nordeste,2025,259164,37,3,1,1,1.43,1.16,0.39,0.39,77.3,Muito alta
2111250,211125,São José dos Basílios,MA,Nordeste,2025,7094,4,1,1,1,5.64,14.1,14.1,14.1,16.54,Baixa
2111003,211100,São João Batista,MA,Nordeste,2025,18889,8,1,1,1,4.24,5.29,5.29,5.29,40.39,Moderada
2111029,211102,São João do Carú,MA,Nordeste,2025,12360,0,1,1,1,0.0,8.09,8.09,8.09,71.04,Alta
2111052,211105,São João do Paraíso,MA,Nordeste,2025,10091,6,1,1,1,5.95,9.91,9.91,9.91,15.81,Baixa
2111078,211107,São João do Soter,MA,Nordeste,2025,17253,9,1,1,1,5.22,5.8,5.8,5.8,27.22,Moderada
2111102,211110,São João dos Patos,MA,Nordeste,2025,25910,11,1,1,1,4.25,3.86,3.86,3.86,43.04,Moderada
2111300,211130,São Luís,MA,Nordeste,2025,1089215,70,58,44,11,0.64,5.32,4.04,1.01,73.14,Alta
2111409,211140,São Luís Gonzaga do Maranhão,MA,Nordeste,2025,18123,10,1,1,1,5.52,5.52,5.52,5.52,24.91,Baixa
2111508,211150,São Mateus do Maranhão,MA,Nordeste,2025,40177,11,2,2,2,2.74,4.98,4.98,4.98,59.05,Alta
2111532,211153,São Pedro da Água Branca,MA,Nordeste,2025,14786,4,1,1,1,2.71,6.76,6.76,6.76,56.63,Alta
2111573,211157,São Pedro dos Crentes,MA,Nordeste,2025,5993,1,1,1,1,1.67,16.69,16.69,16.69,59.97,Alta
2111607,211160,São Raimundo das Mangabeiras,MA,Nordeste,2025,19158,11,1,1,1,5.74,5.22,5.22,5.22,23.41,Baixa
2111631,211163,São Raimundo do Doca Bezerra,MA,Nordeste,2025,5761,3,1,1,1,5.21,17.36,17.36,17.36,20.01,Baixa
2111672,211167,São Roberto,MA,Nordeste,2025,4577,4,0,0,0,8.74,0.0,0.0,0.0,37.77,Moderada
2111706,211170,São Vicente Ferrer,MA,Nordeste,2025,19865,11,1,1,1,5.54,5.03,5.03,5.03,25.67,Moderada
2111805,211180,Sítio Novo,MA,Nordeste,2025,17464,11,1,1,1,6.3,5.73,5.73,5.73,18.46,Baixa
2112001,211200,Tasso Fragoso,MA,Nordeste,2025,9130,1,1,1,1,1.1,10.95,10.95,10.95,65.14,Alta
2112100,211210,Timbiras,MA,Nordeste,2025,27328,10,1,1,1,3.66,3.66,3.66,3.66,50.64,Alta
2112209,211220,Timon,MA,Nordeste,2025,182711,47,3,2,1,2.57,1.64,1.09,0.55,67.2,Alta
2112233,211223,Trizidela do Vale,MA,Nordeste,2025,23097,13,1,1,1,5.63,4.33,4.33,4.33,25.98,Moderada
2112274,211227,Tufilândia,MA,Nordeste,2025,5633,3,1,1,1,5.33,17.75,17.75,17.75,18.7,Baixa
2112308,211230,Tuntum,MA,Nordeste,2025,37364,19,1,1,1,5.09,2.68,2.68,2.68,34.82,Moderada
2112407,211240,Turiaçu,MA,Nordeste,2025,38993,9,1,1,1,2.31,2.56,2.56,2.56,68.58,Alta
2112456,211245,Turilândia,MA,Nordeste,2025,33219,2,2,1,1,0.6,6.02,3.01,3.01,71.89,Alta
2112506,211250,Tutóia,MA,Nordeste,2025,55076,24,1,1,1,4.36,1.82,1.82,1.82,45.14,Moderada
2112605,211260,Urbano Santos,MA,Nordeste,2025,34143,13,1,1,1,3.81,2.93,2.93,2.93,50.04,Alta
2112704,211270,Vargem Grande,MA,Nordeste,2025,44444,17,1,1,1,3.83,2.25,2.25,2.25,50.95,Alta
2112803,211280,Viana,MA,Nordeste,2025,53176,26,2,2,2,4.89,3.76,3.76,3.76,34.88,Moderada
2112852,211285,Vila Nova dos Martírios,MA,Nordeste,2025,10561,6,1,0,1,5.68,9.47,0.0,9.47,18.24,Baixa
2113009,211300,Vitorino Freire,MA,Nordeste,2025,31920,18,1,1,1,5.64,3.13,3.13,3.13,28.36,Moderada
2112902,211290,Vitória do Mearim,MA,Nordeste,2025,31859,13,1,1,1,4.08,3.14,3.14,3.14,46.35,Moderada
2114007,211400,Zé Doca,MA,Nordeste,2025,41815,21,1,1,1,5.02,2.39,2.39,2.39,36.0,Moderada
2100154,210015,Água Doce do Maranhão,MA,Nordeste,2025,12461,7,0,0,0,5.62,0.0,0.0,0.0,49.32,Moderada
3100104,310010,Abadia dos Dourados,MG,Sudeste,2025,6345,2,1,1,0,3.15,15.76,15.76,0.0,45.77,Moderada
3100203,310020,Abaeté,MG,Sudeste,2025,23173,7,1,1,1,3.02,4.32,4.32,4.32,57.13,Alta
3100302,310030,Abre Campo,MG,Sudeste,2025,14354,2,1,1,1,1.39,6.97,6.97,6.97,67.47,Alta
3100401,310040,Acaiaca,MG,Sudeste,2025,3998,4,0,0,0,10.01,0.0,0.0,0.0,36.58,Moderada
3100807,310080,Aguanil,MG,Sudeste,2025,4509,5,0,0,0,11.09,0.0,0.0,0.0,35.83,Moderada
3101102,310110,Aimorés,MG,Sudeste,2025,26212,9,1,1,1,3.43,3.82,3.82,3.82,53.44,Alta
3101201,310120,Aiuruoca,MG,Sudeste,2025,6389,4,1,1,1,6.26,15.65,15.65,15.65,11.6,Baixa
3101300,310130,Alagoa,MG,Sudeste,2025,2820,2,1,0,1,7.09,35.46,0.0,35.46,5.96,Baixa
3101409,310140,Albertina,MG,Sudeste,2025,3027,1,0,0,0,3.3,0.0,0.0,0.0,77.0,Muito alta
3101607,310160,Alfenas,MG,Sudeste,2025,82303,30,4,3,3,3.65,4.86,3.65,3.65,48.4,Moderada
3101631,310163,Alfredo Vasconcelos,MG,Sudeste,2025,7236,2,0,0,0,2.76,0.0,0.0,0.0,83.15,Muito alta
3101706,310170,Almenara,MG,Sudeste,2025,42019,11,2,2,1,2.62,4.76,4.76,2.38,60.95,Alta
3101805,310180,Alpercata,MG,Sudeste,2025,7019,3,0,0,0,4.27,0.0,0.0,0.0,64.79,Alta
3101904,310190,Alpinópolis,MG,Sudeste,2025,18673,8,1,1,1,4.28,5.36,5.36,5.36,39.49,Moderada
3102001,310200,Alterosa,MG,Sudeste,2025,14272,5,1,1,1,3.5,7.01,7.01,7.01,46.8,Moderada
3102050,310205,Alto Caparaó,MG,Sudeste,2025,6014,3,0,0,0,4.99,0.0,0.0,0.0,55.66,Alta
3153509,315350,Alto Jequitibá,MG,Sudeste,2025,8606,3,0,0,0,3.49,0.0,0.0,0.0,74.8,Alta
3102100,310210,Alto Rio Doce,MG,Sudeste,2025,10931,2,1,0,1,1.83,9.15,0.0,9.15,61.98,Alta
3102209,310220,Alvarenga,MG,Sudeste,2025,3983,2,0,0,0,5.02,0.0,0.0,0.0,55.28,Alta
3102308,310230,Alvinópolis,MG,Sudeste,2025,15358,6,1,1,1,3.91,6.51,6.51,6.51,42.25,Moderada
3102407,310240,Alvorada de Minas,MG,Sudeste,2025,4359,3,0,0,0,6.88,0.0,0.0,0.0,41.61,Moderada
3101508,310150,Além Paraíba,MG,Sudeste,2025,31159,13,1,1,1,4.17,3.21,3.21,3.21,45.22,Moderada
3102506,310250,Amparo do Serra,MG,Sudeste,2025,4574,3,0,0,0,6.56,0.0,0.0,0.0,43.06,Moderada
3102605,310260,Andradas,MG,Sudeste,2025,42501,10,1,1,1,2.35,2.35,2.35,2.35,68.39,Alta
3102803,310280,Andrelândia,MG,Sudeste,2025,12163,4,2,2,2,3.29,16.44,16.44,16.44,43.96,Moderada
3102852,310285,Angelândia,MG,Sudeste,2025,7849,5,0,0,0,6.37,0.0,0.0,0.0,43.88,Moderada
3102902,310290,Antônio Carlos,MG,Sudeste,2025,11350,4,1,1,0,3.52,8.81,8.81,0.0,44.65,Moderada
3103009,310300,Antônio Dias,MG,Sudeste,2025,9375,7,0,0,0,7.47,0.0,0.0,0.0,39.86,Moderada
3103108,310310,Antônio Prado de Minas,MG,Sudeste,2025,1552,1,0,0,0,6.44,0.0,0.0,0.0,43.49,Moderada
3103306,310330,Aracitaba,MG,Sudeste,2025,2095,1,0,0,0,4.77,0.0,0.0,0.0,58.35,Alta
3103504,310350,Araguari,MG,Sudeste,2025,123432,29,4,3,3,2.35,3.24,2.43,2.43,66.75,Alta
3103603,310360,Arantina,MG,Sudeste,2025,2998,1,0,0,0,3.34,0.0,0.0,0.0,76.53,Muito alta
3103702,310370,Araponga,MG,Sudeste,2025,8218,5,0,0,0,6.08,0.0,0.0,0.0,45.73,Moderada
3103751,310375,Araporã,MG,Sudeste,2025,9069,3,1,1,1,3.31,11.03,11.03,11.03,45.5,Moderada
3103801,310380,Arapuá,MG,Sudeste,2025,2668,2,0,0,0,7.5,0.0,0.0,0.0,39.82,Moderada
3104007,310400,Araxá,MG,Sudeste,2025,118786,26,4,4,2,2.19,3.37,3.37,1.68,68.15,Alta
3103207,310320,Araçaí,MG,Sudeste,2025,2222,2,0,0,0,9.0,0.0,0.0,0.0,37.43,Moderada
3103405,310340,Araçuaí,MG,Sudeste,2025,35185,14,1,1,1,3.98,2.84,2.84,2.84,48.21,Moderada
3103900,310390,Araújos,MG,Sudeste,2025,9634,6,0,0,0,6.23,0.0,0.0,0.0,44.88,Moderada
3104106,310410,Arceburgo,MG,Sudeste,2025,9335,5,1,1,0,5.36,10.71,10.71,0.0,20.6,Baixa
3104205,310420,Arcos,MG,Sudeste,2025,43653,15,2,2,1,3.44,4.58,4.58,2.29,51.87,Alta
3104304,310430,Areado,MG,Sudeste,2025,14229,5,1,1,1,3.51,7.03,7.03,7.03,46.63,Moderada
3104403,310440,Argirita,MG,Sudeste,2025,2715,3,0,0,0,11.05,0.0,0.0,0.0,35.89,Moderada
3104452,310445,Aricanduva,MG,Sudeste,2025,4820,2,0,0,0,4.15,0.0,0.0,0.0,66.33,Alta
3104502,310450,Arinos,MG,Sudeste,2025,17586,11,1,1,1,6.25,5.69,5.69,5.69,18.83,Baixa
3104601,310460,Astolfo Dutra,MG,Sudeste,2025,14633,8,0,0,0,5.47,0.0,0.0,0.0,50.92,Alta
3104700,310470,Ataléia,MG,Sudeste,2025,13936,7,1,1,1,5.02,7.18,7.18,7.18,27.18,Moderada
3104809,310480,Augusto de Lima,MG,Sudeste,2025,4572,1,0,0,0,2.19,0.0,0.0,0.0,89.32,Muito alta
3100500,310050,Açucena,MG,Sudeste,2025,8926,5,0,0,0,5.6,0.0,0.0,0.0,49.5,Moderada
3104908,310490,Baependi,MG,Sudeste,2025,18782,9,1,1,1,4.79,5.32,5.32,5.32,32.98,Moderada
3105004,310500,Baldim,MG,Sudeste,2025,7595,2,0,0,0,2.63,0.0,0.0,0.0,84.66,Muito alta
3105103,310510,Bambuí,MG,Sudeste,2025,24203,8,2,2,1,3.31,8.26,8.26,4.13,47.83,Moderada
3105202,310520,Bandeira,MG,Sudeste,2025,4811,2,0,0,0,4.16,0.0,0.0,0.0,66.2,Alta
3105301,310530,Bandeira do Sul,MG,Sudeste,2025,6183,3,1,1,1,4.85,16.17,16.17,16.17,24.15,Baixa
3105608,310560,Barbacena,MG,Sudeste,2025,129695,22,10,6,3,1.7,7.71,4.63,2.31,64.46,Alta
3105707,310570,Barra Longa,MG,Sudeste,2025,5717,4,0,0,0,7.0,0.0,0.0,0.0,41.22,Moderada
3105905,310590,Barroso,MG,Sudeste,2025,20604,7,1,1,1,3.4,4.85,4.85,4.85,51.69,Alta
3105400,310540,Barão de Cocais,MG,Sudeste,2025,32264,11,2,2,1,3.41,6.2,6.2,3.1,49.07,Moderada
3105509,310550,Barão do Monte Alto,MG,Sudeste,2025,4952,4,0,0,0,8.08,0.0,0.0,0.0,38.81,Moderada
3106002,310600,Bela Vista de Minas,MG,Sudeste,2025,10427,5,0,0,0,4.8,0.0,0.0,0.0,57.98,Alta
3106101,310610,Belmiro Braga,MG,Sudeste,2025,3292,1,0,0,0,3.04,0.0,0.0,0.0,80.14,Muito alta
3106200,310620,Belo Horizonte,MG,Sudeste,2025,2415872,167,91,77,16,0.69,3.77,3.19,0.66,76.12,Muito alta
3106309,310630,Belo Oriente,MG,Sudeste,2025,24546,13,1,1,0,5.3,4.07,4.07,0.0,29.78,Moderada
3106408,310640,Belo Vale,MG,Sudeste,2025,9012,5,1,1,1,5.55,11.1,11.1,11.1,18.53,Baixa
3106507,310650,Berilo,MG,Sudeste,2025,9638,6,1,1,1,6.23,10.38,10.38,10.38,13.86,Baixa
3106655,310665,Berizal,MG,Sudeste,2025,4270,3,0,0,0,7.03,0.0,0.0,0.0,41.06,Moderada
3106606,310660,Bertópolis,MG,Sudeste,2025,4546,2,0,0,0,4.4,0.0,0.0,0.0,62.98,Alta
3106705,310670,Betim,MG,Sudeste,2025,431433,43,4,4,3,1.0,0.93,0.93,0.7,79.63,Muito alta
3106804,310680,Bias Fortes,MG,Sudeste,2025,3367,4,0,0,0,11.88,0.0,0.0,0.0,35.57,Moderada
3106903,310690,Bicas,MG,Sudeste,2025,14358,0,1,1,1,0.0,6.96,6.96,6.96,72.42,Alta
3107000,310700,Biquinhas,MG,Sudeste,2025,2397,2,0,0,0,8.34,0.0,0.0,0.0,38.38,Moderada
3107109,310710,Boa Esperança,MG,Sudeste,2025,41443,17,1,1,1,4.1,2.41,2.41,2.41,47.56,Moderada
3107208,310720,Bocaina de Minas,MG,Sudeste,2025,5530,2,0,0,0,3.62,0.0,0.0,0.0,72.84,Alta
3107307,310730,Bocaiúva,MG,Sudeste,2025,49797,13,3,3,1,2.61,6.02,6.02,2.01,58.6,Alta
3107406,310740,Bom Despacho,MG,Sudeste,2025,54377,18,2,2,1,3.31,3.68,3.68,1.84,55.18,Alta
3107505,310750,Bom Jardim de Minas,MG,Sudeste,2025,6988,2,1,1,1,2.86,14.31,14.31,14.31,49.24,Moderada
3107604,310760,Bom Jesus da Penha,MG,Sudeste,2025,4677,3,0,0,0,6.41,0.0,0.0,0.0,43.66,Moderada
3107703,310770,Bom Jesus do Amparo,MG,Sudeste,2025,5786,2,0,0,0,3.46,0.0,0.0,0.0,75.19,Muito alta
3107802,310780,Bom Jesus do Galho,MG,Sudeste,2025,14719,2,1,1,0,1.36,6.79,6.79,0.0,68.05,Alta
3107901,310790,Bom Repouso,MG,Sudeste,2025,13312,4,0,0,0,3.0,0.0,0.0,0.0,80.51,Muito alta
3108008,310800,Bom Sucesso,MG,Sudeste,2025,17515,8,1,1,1,4.57,5.71,5.71,5.71,35.03,Moderada
3108107,310810,Bonfim,MG,Sudeste,2025,7710,1,0,0,0,1.3,0.0,0.0,0.0,95.58,Muito alta
3108206,310820,Bonfinópolis de Minas,MG,Sudeste,2025,5600,3,1,0,0,5.36,17.86,0.0,0.0,18.25,Baixa
3108255,310825,Bonito de Minas,MG,Sudeste,2025,10525,12,1,0,0,11.4,9.5,0.0,0.0,5.16,Baixa
3108305,310830,Borda da Mata,MG,Sudeste,2025,17837,2,1,1,0,1.12,5.61,5.61,0.0,70.77,Alta
3108404,310840,Botelhos,MG,Sudeste,2025,15141,9,1,1,1,5.94,6.6,6.6,6.6,19.71,Baixa
3108503,310850,Botumirim,MG,Sudeste,2025,5806,4,0,0,0,6.89,0.0,0.0,0.0,41.56,Moderada
3108552,310855,Brasilândia de Minas,MG,Sudeste,2025,15485,8,0,0,0,5.17,0.0,0.0,0.0,53.7,Alta
3108602,310860,Brasília de Minas,MG,Sudeste,2025,33262,16,3,3,2,4.81,9.02,9.02,6.01,27.87,Moderada
3108909,310890,Brazópolis,MG,Sudeste,2025,14491,6,1,1,1,4.14,6.9,6.9,6.9,39.05,Moderada
3108800,310880,Braúnas,MG,Sudeste,2025,4445,3,0,0,0,6.75,0.0,0.0,0.0,42.15,Moderada
3109006,310900,Brumadinho,MG,Sudeste,2025,41090,19,1,1,1,4.62,2.43,2.43,2.43,40.85,Moderada
3108701,310870,Brás Pires,MG,Sudeste,2025,4296,3,0,0,0,6.98,0.0,0.0,0.0,41.26,Moderada
3109105,310910,Bueno Brandão,MG,Sudeste,2025,11168,5,1,1,1,4.48,8.95,8.95,8.95,32.24,Moderada
3109204,310920,Buenópolis,MG,Sudeste,2025,9171,4,0,0,0,4.36,0.0,0.0,0.0,63.5,Alta
3109253,310925,Bugre,MG,Sudeste,2025,4159,1,0,0,0,2.4,0.0,0.0,0.0,87.02,Muito alta
3109303,310930,Buritis,MG,Sudeste,2025,24779,10,2,1,1,4.04,8.07,4.04,4.04,38.76,Moderada
3109402,310940,Buritizeiro,MG,Sudeste,2025,23908,7,1,0,0,2.93,4.18,0.0,0.0,58.26,Alta
3109451,310945,Cabeceira Grande,MG,Sudeste,2025,6811,2,0,0,0,2.94,0.0,0.0,0.0,81.14,Muito alta
3109501,310950,Cabo Verde,MG,Sudeste,2025,11269,4,1,1,1,3.55,8.87,8.87,8.87,44.13,Moderada
3109808,310980,Cachoeira Dourada,MG,Sudeste,2025,2337,1,0,0,0,4.28,0.0,0.0,0.0,64.71,Alta
3109600,310960,Cachoeira da Prata,MG,Sudeste,2025,3785,1,0,0,0,2.64,0.0,0.0,0.0,84.55,Muito alta
3109709,310970,Cachoeira de Minas,MG,Sudeste,2025,12302,2,0,0,0,1.63,0.0,0.0,0.0,93.49,Muito alta
3102704,310270,Cachoeira de Pajeú,MG,Sudeste,2025,9347,6,1,1,1,6.42,10.7,10.7,10.7,12.4,Baixa
3109907,310990,Caetanópolis,MG,Sudeste,2025,11906,2,1,0,0,1.68,8.4,0.0,0.0,63.95,Alta
3110004,311000,Caeté,MG,Sudeste,2025,39775,11,1,1,1,2.77,2.51,2.51,2.51,63.6,Alta
3110103,311010,Caiana,MG,Sudeste,2025,5484,3,0,0,0,5.47,0.0,0.0,0.0,50.87,Alta
3110202,311020,Cajuri,MG,Sudeste,2025,4191,2,0,0,0,4.77,0.0,0.0,0.0,58.38,Alta
3110301,311030,Caldas,MG,Sudeste,2025,14628,5,1,1,1,3.42,6.84,6.84,6.84,48.31,Moderada
3110400,311040,Camacho,MG,Sudeste,2025,2851,3,0,0,0,10.52,0.0,0.0,0.0,36.25,Moderada
3110509,311050,Camanducaia,MG,Sudeste,2025,27860,9,2,1,1,3.23,7.18,3.59,3.59,49.68,Moderada
3110707,311070,Cambuquira,MG,Sudeste,2025,12551,7,1,1,1,5.58,7.97,7.97,7.97,20.91,Baixa
3110608,311060,Cambuí,MG,Sudeste,2025,31066,13,1,1,1,4.18,3.22,3.22,3.22,45.0,Moderada
3110905,311090,Campanha,MG,Sudeste,2025,16372,8,1,1,1,4.89,6.11,6.11,6.11,30.4,Moderada
3110806,311080,Campanário,MG,Sudeste,2025,2884,2,0,0,0,6.93,0.0,0.0,0.0,41.42,Moderada
3111002,311100,Campestre,MG,Sudeste,2025,21155,10,1,1,0,4.73,4.73,4.73,0.0,35.08,Moderada
3111101,311110,Campina Verde,MG,Sudeste,2025,18188,7,1,1,1,3.85,5.5,5.5,5.5,44.33,Moderada
3111150,311115,Campo Azul,MG,Sudeste,2025,3806,1,0,0,0,2.63,0.0,0.0,0.0,84.77,Muito alta
3111200,311120,Campo Belo,MG,Sudeste,2025,54027,18,2,2,2,3.33,3.7,3.7,3.7,54.81,Alta
3111408,311140,Campo Florido,MG,Sudeste,2025,8931,2,0,0,0,2.24,0.0,0.0,0.0,88.73,Muito alta
3111309,311130,Campo do Meio,MG,Sudeste,2025,11625,6,1,1,1,5.16,8.6,8.6,8.6,24.41,Baixa
3111507,311150,Campos Altos,MG,Sudeste,2025,13076,6,1,1,1,4.59,7.65,7.65,7.65,32.09,Moderada
3111606,311160,Campos Gerais,MG,Sudeste,2025,26749,14,1,1,1,5.23,3.74,3.74,3.74,31.21,Moderada
3111903,311190,Cana Verde,MG,Sudeste,2025,5342,2,0,0,0,3.74,0.0,0.0,0.0,71.13,Alta
3111705,311170,Canaã,MG,Sudeste,2025,4839,4,0,0,0,8.27,0.0,0.0,0.0,38.56,Moderada
3112000,311200,Candeias,MG,Sudeste,2025,14211,6,1,1,1,4.22,7.04,7.04,7.04,37.63,Moderada
